barcode,toYarnName,fromYarnName,note
6a1fb6479ad6499102dbcf70,20/70-Brown-Brown-Nylon/Spandex,70/2-Brown-Brown-Nylon/Nylon,PO-2026-1191 lot EW76244/26 box 2 — GRN R1 remapped lot to 20/70 but box kept 70/2
