rowIndex,barcode,boxId,status,boxWeightBefore,grossWeightBefore,numberOfConesBefore,storageBefore,storedStatusBefore
21,69a1940ca47ecd5436f6e517,BOX-PO-2026-1020-93078-1772196876820-19,updated,2,0,2,B7-02-S0001-F02,true
22,69a5557b93145c5b28575b3e,BOX-PO-2026-1049-EW36555-1772443003872-13,updated,4,0,4,B7-02-S0001-F02,true
23,69a5557b93145c5b28575b54,BOX-PO-2026-1049-EW55417-1772443003872-24,updated,2,0,2,B7-02-S0001-F02,true
24,69a7c02093145c5b2857b0bf,BOX-PO-2026-1053-90412-1772601376425-4,updated,1,0,1,B7-02-S0001-F02,true
25,69aa77da93145c5b285a4971,BOX-PO-2026-1064-NC-1614-1772779482558-1,updated,1,0,1,B7-02-S0001-F02,true
26,69b5371ea6225d28d31b3e47,BOX-PO-2026-1078-1612-1773483806751-1,updated,22.862,0,24,B7-02-S0001-F02,true
27,69b54c40a6225d28d31bc4b4,BOX-PO-2026-1081-EW57736-1773489216039-1,updated,3,0,3,B7-02-S0001-F02,true
28,69ba74664d47625b519ed6fa,BOX-PO-2026-506-CN-2090-1773827174560-1,updated,4,0,4,B7-02-S0001-F02,true
29,69bb8b180490966d869d05f6,BOX-PO-2026-1089-EW65701-1773898520834-3,updated,17.609,0,18,B7-02-S0001-F02,true
30,69bb9a3e0490966d869d2aed,BOX-PO-2026-1089-EW66029-1773902398195-6,updated,9,0,9,B7-02-S0001-F02,true
31,69bbbcff0490966d869d7b53,BOX-PO-2026-1090-EW31381-1773911295042-1,updated,4,0,4,B7-02-S0001-F02,true
32,69bbd0d3571f5889bf5c8e3f,BOX-PO-2026-1090-EW58385-1773916371454-1,updated,1,0,1,B7-02-S0001-F02,true
33,69bbd0d3571f5889bf5c8e41,BOX-PO-2026-1090-EW64238-1773916371454-2,updated,1,0,1,B7-02-S0001-F02,true
34,69bbd0d3571f5889bf5c8e45,BOX-PO-2026-1090-EW10426-1773916371454-4,updated,2,0,2,B7-02-S0001-F02,true
35,69bbd0d3571f5889bf5c8e47,BOX-PO-2026-1090-EW58425-1773916371454-5,updated,1,0,1,B7-02-S0001-F02,true
36,69bbd0d3571f5889bf5c8e49,BOX-PO-2026-1090-DW84793-1773916371454-6,updated,3,0,3,B7-02-S0001-F02,true
37,69bbd0d3571f5889bf5c8e4b,BOX-PO-2026-1090-DW64630-1773916371454-7,updated,8.357,0,11,B7-02-S0001-F02,true
38,69bce742d795f08eb499e0dc,BOX-PO-2026-1092-ew52136-1773987650297-1,updated,23,0,23,B7-02-S0001-F02,true
39,69bd491822f72a9b530d259e,BOX-PO-2026-1094-CN/2045-1774012696132-1,updated,7,0,7,B7-02-S0001-F02,true
40,69bf8c19beea45a970c3a179,BOX-PO-2026-1091-2054105090-1774160921258-2,updated,2,0,2,B7-02-S0001-F02,true
41,69bf8c19beea45a970c3a17b,BOX-PO-2026-1091-2552307704-1774160921258-3,updated,2,0,2,B7-02-S0001-F02,true
42,69bf8c19beea45a970c3a17f,BOX-PO-2026-1091-2354103443-1774160921258-5,updated,3,0,3,B7-02-S0001-F02,true
43,69bfa0e7beea45a970c3d877,BOX-PO-2026-1095-CN/2055-1774166247715-2,updated,8,0,8,B7-02-S0001-F02,true
44,69bfae6cbeea45a970c3ec87,BOX-PO-2026-1091-2583106212-1774169708396-2,updated,2,0,2,B7-02-S0001-F02,true
45,69bfae6cbeea45a970c3ec8b,BOX-PO-2026-1091-2454107227-1774169708396-4,updated,1,0,1,B7-02-S0001-F02,true
46,69bfbcd6beea45a970c3f5f4,BOX-PO-2026-1096-NC1614-1774173398368-3,updated,5,0,5,B7-02-S0001-F02,true
47,69bfbcd6beea45a970c3f5f8,BOX-PO-2026-1096-NL56509-1774173398368-5,updated,3,0,3,B7-02-S0001-F02,true
48,69bfbcd6beea45a970c3f5fa,BOX-PO-2026-1096-NL56178-1774173398368-6,updated,1,0,1,B7-02-S0001-F02,true
49,69bfbcd6beea45a970c3f5fe,BOX-PO-2026-1096-NL58391-1774173398368-8,updated,1,0,1,B7-02-S0001-F02,true
50,69bfbcd6beea45a970c3f600,BOX-PO-2026-1096-CN 2000-1774173398368-9,updated,2,0,2,B7-02-S0001-F02,true
51,69bfbcd6beea45a970c3f602,BOX-PO-2026-1096-G710A01/80-1774173398368-10,updated,1,0,1,B7-02-S0001-F02,true
52,69c368df696bdcc5dbb6ee2a,BOX-PO-2026-1100-94920-1774414047848-1,updated,7,0,7,B7-02-S0001-F02,true
53,69c36a37696bdcc5dbb6efcf,BOX-PO-2026-1101-NL56158-1774414391901-1,updated,6,0,6,B7-02-S0001-F02,true
54,69c36a37696bdcc5dbb6efd1,BOX-PO-2026-1101-NL61671-1774414391901-2,updated,3,0,3,B7-02-S0001-F02,true
55,69c372b5696bdcc5dbb7050b,BOX-PO-2026-1102-EW65600-1774416565148-3,updated,3,0,3,B7-02-S0001-F02,true
56,69c372b5696bdcc5dbb70511,BOX-PO-2026-1102-EW10426-1774416565148-6,updated,2,0,2,B7-02-S0001-F02,true
57,69c372b5696bdcc5dbb70513,BOX-PO-2026-1102-EW64444-1774416565148-7,updated,6,0,6,B7-02-S0001-F02,true
58,69c372b5696bdcc5dbb70515,BOX-PO-2026-1102-EW64664-1774416565148-8,updated,5,0,5,B7-02-S0001-F02,true
59,69c372b5696bdcc5dbb70517,BOX-PO-2026-1102-DW64630-1774416565148-9,updated,3.487,0,5,B7-02-S0001-F02,true
60,69c372b5696bdcc5dbb70519,BOX-PO-2026-1102-DW54265-1774416565148-10,updated,0.596,0,1,B7-02-S0001-F02,true
61,69c372b5696bdcc5dbb7051b,BOX-PO-2026-1102-DW78969-1774416565148-11,updated,2.872,0,4,B7-02-S0001-F02,true
62,69c372b5696bdcc5dbb70525,BOX-PO-2026-1102-EW67223-1774416565148-16,updated,3,0,3,B7-02-S0001-F02,true
63,69c372b5696bdcc5dbb70527,BOX-PO-2026-1102-EW65701-1774416565148-17,updated,7,0,7,B7-02-S0001-F02,true
64,69c372b5696bdcc5dbb7052b,BOX-PO-2026-1102-EW56393-1774416565148-19,updated,4,0,4,B7-02-S0001-F02,true
65,69c372b5696bdcc5dbb7052f,BOX-PO-2026-1102-EW50011-1774416565148-21,updated,1,0,1,B7-02-S0001-F02,true
66,69c64c7414badff1b9e6a0a5,BOX-PO-2026-1108-NL56176-1774603380194-5,updated,1,0,1,B7-02-S0001-F02,true
67,69c65b9e14badff1b9e6d7c0,BOX-PO-2026-1111-EW67074-1774607262035-5,updated,4.908000000000001,0,12,B7-02-S0001-F02,true
68,69c664f414badff1b9e7030a,BOX-PO-2026-1112-EW57736-1774609652556-2,updated,2,0,2,B7-02-S0001-F02,true
69,69c664f414badff1b9e70310,BOX-PO-2026-1112-EW19935-1774609652556-5,updated,2,0,2,B7-02-S0001-F02,true
70,69c664f414badff1b9e70312,BOX-PO-2026-1112-EW33430-1774609652556-6,updated,2,0,2,B7-02-S0001-F02,true
71,69c6706d14badff1b9e73f18,BOX-PO-2026-1113-57736-1774612589820-2,updated,2,0,2,B7-02-S0001-F02,true
72,69c6706d14badff1b9e73f1c,BOX-PO-2026-1113-49826-1774612589820-4,updated,7.345,0,8,B7-02-S0001-F02,true
73,69c6813914badff1b9e778bc,BOX-PO-2026-1114-CN-2067-1774616889446-6,updated,5,0,5,B7-02-S0001-F02,true
74,69c6813914badff1b9e778be,BOX-PO-2026-1114-NC-1612-1774616889446-7,updated,4.026,0,5,B7-02-S0001-F02,true
75,69c6826814badff1b9e779ac,BOX-PO-2026-1114-NC-1614-1774617192563-1,updated,7,0,7,B7-02-S0001-F02,true
76,69c6826814badff1b9e779ae,BOX-PO-2026-1114-NC-1521-1774617192563-2,updated,1,0,1,B7-02-S0001-F02,true
77,69c6826814badff1b9e779b0,BOX-PO-2026-1114-NC-1516-1774617192563-3,updated,7,0,7,B7-02-S0001-F02,true
78,69c6826814badff1b9e779b2,BOX-PO-2026-1114-58208-1774617192563-4,updated,2,0,2,B7-02-S0001-F02,true
79,69c68ea814badff1b9e79f9c,BOX-PO-2026-1115-2454104530-1774620328640-1,updated,3,0,3,B7-02-S0001-F02,true
80,69c75ff5a077d3fbb38cf1f8,BOX-PO-2026-1117-EW10426-1774673909961-1,updated,1,0,1,B7-02-S0001-F02,true
81,69c75ff5a077d3fbb38cf1fa,BOX-PO-2026-1117-EW65701-1774673909961-2,updated,1,0,1,B7-02-S0001-F02,true
82,69c75ff5a077d3fbb38cf1fc,BOX-PO-2026-1117-57736-1774673909961-3,updated,6,0,6,B7-02-S0001-F02,true
83,69c75ff5a077d3fbb38cf1fe,BOX-PO-2026-1117-09885-1774673909961-4,updated,8,0,8,B7-02-S0001-F02,true
84,69c75ff5a077d3fbb38cf204,BOX-PO-2026-1117-EW66035-1774673909961-7,updated,8,0,8,B7-02-S0001-F02,true
85,69c75ff5a077d3fbb38cf206,BOX-PO-2026-1117-EW60546-1774673909961-8,updated,2,0,2,B7-02-S0001-F02,true
86,69c7711aa077d3fbb38de44d,BOX-PO-2026-1118-EW63148-1774678298602-2,updated,4,0,4,B7-02-S0001-F02,true
87,69c7711aa077d3fbb38de44f,BOX-PO-2026-1118-EW57736-1774678298602-3,updated,3,0,3,B7-02-S0001-F02,true
88,69c7711aa077d3fbb38de451,BOX-PO-2026-1118-EW16342-1774678298602-4,updated,5,0,5,B7-02-S0001-F02,true
89,69c7711aa077d3fbb38de453,BOX-PO-2026-1118-EW15103-1774678298602-5,updated,2,0,2,B7-02-S0001-F02,true
90,69c7711aa077d3fbb38de455,BOX-PO-2026-1118-EW16345-1774678298602-6,updated,6,0,6,B7-02-S0001-F02,true
91,69c7711aa077d3fbb38de457,BOX-PO-2026-1118-EW64361-1774678298602-7,updated,13,0,13,B7-02-S0001-F02,true
92,69c7796aa077d3fbb38eaa45,BOX-PO-2026-1119-2454101873-1774680426571-4,updated,3,0,3,B7-02-S0001-F02,true
93,69c7796aa077d3fbb38eaa48,BOX-PO-2026-1119-2454104426-1774680426571-5,updated,1,0,1,B7-02-S0001-F02,true
94,69c7796aa077d3fbb38eaa4b,BOX-PO-2026-1119-2454105171-1774680426571-6,updated,10,0,10,B7-02-S0001-F02,true
95,69c7796aa077d3fbb38eaa4e,BOX-PO-2026-1119-2552307423-1774680426571-7,updated,25,0,25,B7-02-S0001-F02,true
96,69c7a986a077d3fbb39065ea,BOX-PO-2026-1122-91799-1774692742946-1,updated,1,0,1,B7-02-S0001-F02,true
97,69c7a986a077d3fbb39065ee,BOX-PO-2026-1122-95788-1774692742946-3,updated,1,0,1,B7-02-S0001-F02,true
98,69c7a986a077d3fbb39065f2,BOX-PO-2026-1122-95551-1774692742946-5,updated,2,0,2,B7-02-S0001-F02,true
99,69c7a986a077d3fbb39065f4,BOX-PO-2026-1122-93712-1774692742946-6,updated,1,0,1,B7-02-S0001-F02,true
100,69c7a986a077d3fbb39065f8,BOX-PO-2026-1122-91990-1774692742946-8,updated,1,0,1,B7-02-S0001-F02,true
101,69c7a986a077d3fbb39065fa,BOX-PO-2026-1122-92920-1774692742946-9,updated,1,0,1,B7-02-S0001-F02,true
102,69c7a986a077d3fbb39065fe,BOX-PO-2026-1122-94054-1774692742946-11,updated,1,0,1,B7-02-S0001-F02,true
103,69c7a986a077d3fbb3906600,BOX-PO-2026-1122-93288-1774692742946-12,updated,1,0,1,B7-02-S0001-F02,true
104,69c7a986a077d3fbb3906604,BOX-PO-2026-1122-90460-1774692742946-14,updated,1,0,1,B7-02-S0001-F02,true
105,69c7b0c1a077d3fbb3907f2b,BOX-PO-2026-1122-93070-1774694593713-1,updated,2,0,2,B7-02-S0001-F02,true
106,69c7b108a077d3fbb3908298,BOX-PO-2026-1123-RLN024916-1774694664842-3,updated,1,0,1,B7-02-S0001-F02,true
107,69c7b9297b9dd20a8569ec32,BOX-PO-2026-1124-NC-1612-1774696745055-4,updated,8,0,8,B7-02-S0001-F02,true
108,69c7b9297b9dd20a8569ec34,BOX-PO-2026-1124-NC-1529-1774696745055-5,updated,7,0,7,B7-02-S0001-F02,true
109,69c7b9297b9dd20a8569ec36,BOX-PO-2026-1124---1774696745055-6,updated,1,0,1,B7-02-S0001-F02,true
110,69c7b9297b9dd20a8569ec38,BOX-PO-2026-1124-NC-1594-1774696745055-7,updated,2,0,2,B7-02-S0001-F02,true
111,69c7cc467b9dd20a856a3e96,BOX-PO-2026-1125-90134-1774701638932-3,updated,1,0,1,B7-02-S0001-F02,true
112,69c7cc467b9dd20a856a3e9a,BOX-PO-2026-1125-94176-1774701638932-5,updated,1.5310000000000001,0,2,B7-02-S0001-F02,true
113,69c7cc467b9dd20a856a3e9c,BOX-PO-2026-1125-93070-1774701638932-6,updated,1,0,1,B7-02-S0001-F02,true
114,69c7cc467b9dd20a856a3e9e,BOX-PO-2026-1125-95286-1774701638932-7,updated,1,0,1,B7-02-S0001-F02,true
115,69c7cc467b9dd20a856a3ea2,BOX-PO-2026-1125-95608-1774701638932-9,updated,1,0,1,B7-02-S0001-F02,true
116,69c7cc467b9dd20a856a3ea4,BOX-PO-2026-1125-95724-1774701638932-10,updated,1,0,1,B7-02-S0001-F02,true
117,69c7cf187b9dd20a856a4d5e,BOX-PO-2026-1125-92832-1774702360199-2,updated,0.5700000000000001,0,1,B7-02-S0001-F02,true
118,69c7cf187b9dd20a856a4d66,BOX-PO-2026-1125-18996-1774702360199-6,updated,1,0,1,B7-02-S0001-F02,true
119,69c7cf187b9dd20a856a4d68,BOX-PO-2026-1125-18737-1774702360199-7,updated,2,0,2,B7-02-S0001-F02,true
120,69c7cf187b9dd20a856a4d6c,BOX-PO-2026-1125-11318-1774702360199-9,updated,2,0,2,B7-02-S0001-F02,true
121,69c7cf187b9dd20a856a4d70,BOX-PO-2026-1125-94383-1774702360199-11,updated,1,0,1,B7-02-S0001-F02,true
122,69c7cf187b9dd20a856a4d72,BOX-PO-2026-1125-94007-1774702360199-12,updated,1,0,1,B7-02-S0001-F02,true
123,69c7cf187b9dd20a856a4d74,BOX-PO-2026-1125-92190-1774702360199-13,updated,1,0,1,B7-02-S0001-F02,true
124,69c7cf187b9dd20a856a4d78,BOX-PO-2026-1125-92514-1774702360199-15,updated,1,0,1,B7-02-S0001-F02,true
125,69c7cf187b9dd20a856a4d7c,BOX-PO-2026-1125-10029-1774702360199-17,updated,2,0,2,B7-02-S0001-F02,true
126,69ca08009fe45c0c5924bd6e,BOX-PO-2026-1126-M0112065-1774848000529-1,updated,1,0,1,B7-02-S0001-F02,true
127,69ca08009fe45c0c5924bd72,BOX-PO-2026-1126-M0111989-1774848000529-3,updated,1,0,1,B7-02-S0001-F02,true
128,69ca08009fe45c0c5924bd74,BOX-PO-2026-1126-M0112007-1774848000529-4,updated,1,0,1,B7-02-S0001-F02,true
129,69ca08009fe45c0c5924bd78,BOX-PO-2026-1126-M0116192-1774848000529-6,updated,1,0,1,B7-02-S0001-F02,true
130,69ca25e90ab7021c82e4d059,BOX-PO-2026-1128-NL-1618-1774855657312-1,updated,7,0,7,B7-02-S0001-F02,true
131,69ca25e90ab7021c82e4d05d,BOX-PO-2026-1128-NL56937-1774855657312-3,updated,1,0,1,B7-02-S0001-F02,true
132,69ca25e90ab7021c82e4d05f,BOX-PO-2026-1128-NL56811-1774855657312-4,updated,1,0,1,B7-02-S0001-F02,true
133,69ca25e90ab7021c82e4d065,BOX-PO-2026-1128-CN-2045-1774855657312-7,updated,2,0,2,B7-02-S0001-F02,true
134,69ca25e90ab7021c82e4d069,BOX-PO-2026-1128-CN-1950-1774855657312-9,updated,1,0,1,B7-02-S0001-F02,true
135,69ca25e90ab7021c82e4d06b,BOX-PO-2026-1128-CN-2000-1774855657312-10,updated,2,0,2,B7-02-S0001-F02,true
136,69ca26f20ab7021c82e4d36e,BOX-PO-2026-1130-DDM-1774855922424-1,updated,1,0,1,B7-02-S0001-F02,true
137,69ca2fa40ab7021c82e4dbda,BOX-PO-2026-1128-NC-1593-1774858148810-1,updated,3,0,3,B7-02-S0001-F02,true
138,69ca2fa40ab7021c82e4dbdc,BOX-PO-2026-1128-NC1610-1774858148810-2,updated,1,0,1,B7-02-S0001-F02,true
139,69ca2fa40ab7021c82e4dbde,BOX-PO-2026-1128-CN-1841-1774858148810-3,updated,1,0,1,B7-02-S0001-F02,true
140,69ca2fa40ab7021c82e4dbe0,BOX-PO-2026-1128-G710416/80-1774858148810-4,updated,1,0,1,B7-02-S0001-F02,true
141,69ca2fa40ab7021c82e4dbe4,BOX-PO-2026-1128-NL60122-1774858148810-6,updated,2,0,2,B7-02-S0001-F02,true
142,69ca2fa40ab7021c82e4dbe6,BOX-PO-2026-1128-NL58775-1774858148810-7,updated,1,0,1,B7-02-S0001-F02,true
143,69ca2fa40ab7021c82e4dbe8,BOX-PO-2026-1128-NL37186-1774858148810-8,updated,1,0,1,B7-02-S0001-F02,true
144,69ca2fa40ab7021c82e4dbec,BOX-PO-2026-1128-G710B06/80-1774858148810-10,updated,1,0,1,B7-02-S0001-F02,true
145,69ca2fa40ab7021c82e4dbee,BOX-PO-2026-1128-NC-1614-1774858148810-11,updated,2,0,2,B7-02-S0001-F02,true
146,69ca2fa40ab7021c82e4dbf0,BOX-PO-2026-1128-CN-2055-1774858148810-12,updated,1,0,1,B7-02-S0001-F02,true
147,69cb7691ff9f99209b65d4f5,BOX-PO-2026-1134-2454104530-1774941841331-4,updated,3,0,3,B7-02-S0001-F02,true
148,69cb7691ff9f99209b65d4f9,BOX-PO-2026-1134-8780340-1774941841331-6,updated,1,0,1,B7-02-S0001-F02,true
149,69cb7691ff9f99209b65d4fa,BOX-PO-2026-1134-8780340-1774941841331-7,updated,1,0,1,B7-02-S0001-F02,true
150,69cb7691ff9f99209b65d4fb,BOX-PO-2026-1134-8780340-1774941841331-8,updated,1,0,1,B7-02-S0001-F02,true
151,69ce5feaa15c8c3be2e9b5e9,BOX-PO-2026-1143-G79157/80-1775132650132-1,updated,4,0,4,B7-02-S0001-F02,true
152,69ce5feaa15c8c3be2e9b5ed,BOX-PO-2026-1143-CN/2067-1775132650132-3,updated,4,0,4,B7-02-S0001-F02,true
153,69ce5feaa15c8c3be2e9b5ef,BOX-PO-2026-1143-5681-1775132650132-4,updated,2,0,2,B7-02-S0001-F02,true
154,69ce5feaa15c8c3be2e9b5f1,BOX-PO-2026-1143-1516-1775132650132-5,updated,1,0,1,B7-02-S0001-F02,true
155,69ce5feaa15c8c3be2e9b5f5,BOX-PO-2026-1143-1612-1775132650132-7,updated,1,0,1,B7-02-S0001-F02,true
156,69ce5feaa15c8c3be2e9b5f9,BOX-PO-2026-1143-1614-1775132650132-9,updated,1,0,1,B7-02-S0001-F02,true
157,69cf928197fe9152fa9d060e,BOX-PO-2026-1144-72694-1775211137769-10,updated,1,0,1,B7-02-S0001-F02,true
158,69cf928197fe9152fa9d061e,BOX-PO-2026-1144-87493-1775211137769-18,updated,1,0,1,B7-02-S0001-F02,true
159,69d38f3c2614366a5d882f6d,BOX-PO-2026-1151-EW63148-1775472444571-1,updated,1,0,1,B7-02-S0001-F02,true
160,69d38f3c2614366a5d882f79,BOX-PO-2026-1151-DW59647-1775472444571-7,updated,1,0,1,B7-02-S0001-F02,true
161,69d38f3c2614366a5d882f7d,BOX-PO-2026-1151-EW44097-1775472444571-9,updated,1,0,1,B7-02-S0001-F02,true
162,69d38f3c2614366a5d882f7f,BOX-PO-2026-1151-DW59136-1775472444571-10,updated,1.79,0,2,B7-02-S0001-F02,true
163,69d38f3c2614366a5d882f81,BOX-PO-2026-1151-DW87150-1775472444571-11,updated,1,0,1,B7-02-S0001-F02,true
164,69d38f3c2614366a5d882f83,BOX-PO-2026-1151-EW66008-1775472444571-12,updated,1.1560000000000001,0,2,B7-02-S0001-F02,true
165,69d9d86bedc59d9ec1095d72,BOX-PO-2026-1162-32757-1775884395153-1,updated,0.52,0,1,B7-02-S0001-F02,true
166,69d9d86bedc59d9ec1095d79,BOX-PO-2026-1162-48231-1775884395153-3,updated,1,0,1,B7-02-S0001-F02,true
167,69d9d86bedc59d9ec1095d7c,BOX-PO-2026-1162-49948-1775884395153-4,updated,0.236,0,1,B7-02-S0001-F02,true
168,69d9d86bedc59d9ec1095d8d,BOX-PO-2026-1162-1596/1-1775884395153-6,updated,0.71,0,1,B7-02-S0001-F02,true
169,69d9d86bedc59d9ec1095d99,BOX-PO-2026-1162-98756-1775884395153-8,updated,7,0,7,B7-02-S0001-F02,true
170,69d9d86bedc59d9ec1095da5,BOX-PO-2026-1162-64238-1775884395153-9,updated,1,0,1,B7-02-S0001-F02,true
171,69da2996edc59d9ec10b5276,BOX-PO-2026-1164-93001-1775905174370-2,updated,2,0,2,B7-02-S0001-F02,true
172,69da2996edc59d9ec10b5278,BOX-PO-2026-1164-93643-1775905174370-3,updated,1,0,1,B7-02-S0001-F02,true
173,69da2996edc59d9ec10b527e,BOX-PO-2026-1164-92269-1775905174370-6,updated,2,0,2,B7-02-S0001-F02,true
174,69da2996edc59d9ec10b5280,BOX-PO-2026-1164-93043-1775905174370-7,updated,1,0,1,B7-02-S0001-F02,true
175,69da2996edc59d9ec10b5282,BOX-PO-2026-1164-94054-1775905174370-8,updated,1,0,1,B7-02-S0001-F02,true
176,69da2996edc59d9ec10b5284,BOX-PO-2026-1164-92190-1775905174370-9,updated,1,0,1,B7-02-S0001-F02,true
177,69da2996edc59d9ec10b528c,BOX-PO-2026-1164-92356-1775905174370-13,updated,1,0,1,B7-02-S0001-F02,true
178,69da2996edc59d9ec10b528e,BOX-PO-2026-1164-92623-1775905174370-14,updated,1,0,1,B7-02-S0001-F02,true
179,69da2996edc59d9ec10b5290,BOX-PO-2026-1164-92832-1775905174370-15,updated,1,0,1,B7-02-S0001-F02,true
180,69da2996edc59d9ec10b5292,BOX-PO-2026-1164-95566-1775905174370-16,updated,1,0,1,B7-02-S0001-F02,true
181,69da2996edc59d9ec10b5294,BOX-PO-2026-1164-18701-1775905174370-17,updated,2,0,2,B7-02-S0001-F02,true
182,69e6fd5df0694e7c1e21c008,BOX-PO-2026-1168-57736-1776745821571-7,updated,0.808,0,1,B7-02-S0001-F02,true
183,69e705d0f0694e7c1e21d58d,BOX-PO-2026-1169-0-21.04-1776747984169-1,updated,0.872,0,1,B7-02-S0001-F02,true
184,69e707bdf0694e7c1e21f915,BOX-PO-2026-1170-1516-1776748477724-2,updated,0.722,0,1,B7-02-S0001-F02,true
185,69e707bdf0694e7c1e21f917,BOX-PO-2026-1170-1614-1776748477724-3,updated,0.908,0,1,B7-02-S0001-F02,true
186,69e707bdf0694e7c1e21f919,BOX-PO-2026-1170-1552-1776748477724-4,updated,10,0,10,B7-02-S0001-F02,true
187,69e72420f0694e7c1e22e85a,BOX-PO-2026-1172-93070-1776755744539-3,updated,1,0,1,B7-02-S0001-F02,true
188,69e72420f0694e7c1e22e881,BOX-PO-2026-1172-94105-1776755744539-10,updated,5,0,5,B7-02-S0001-F02,true
189,69ec7e4f86f7ddd153efb662,BOX-PO-2026-1175-34485-1777106511982-1,updated,12,0,12,B7-02-S0001-F02,true
190,69ec7e4f86f7ddd153efb664,BOX-PO-2026-1175-3177-1777106511982-2,updated,10,0,10,B7-02-S0001-F02,true
191,69ec7e4f86f7ddd153efb666,BOX-PO-2026-1175-LNO0856-1777106511982-3,updated,4,0,4,B7-02-S0001-F02,true
192,69ec7e4f86f7ddd153efb668,BOX-PO-2026-1175-36707-1777106511982-4,updated,13,0,13,B7-02-S0001-F02,true
193,69ec7e4f86f7ddd153efb66a,BOX-PO-2026-1175-1-1777106511982-5,updated,2,0,2,B7-02-S0001-F02,true
194,69ec7e5086f7ddd153efb66c,BOX-PO-2026-1175-3605-1777106511982-6,updated,5,0,5,B7-02-S0001-F02,true
195,69ec7e5086f7ddd153efb66e,BOX-PO-2026-1175-LN035241-1777106511982-7,updated,4,0,4,B7-02-S0001-F02,true
196,69ec7e5086f7ddd153efb670,BOX-PO-2026-1175-38220-1777106511982-8,updated,9,0,9,B7-02-S0001-F02,true
197,69ec7e5086f7ddd153efb672,BOX-PO-2026-1175-4761-1777106511982-9,updated,3,0,3,B7-02-S0001-F02,true
198,69ec7e5086f7ddd153efb674,BOX-PO-2026-1175-33373-1777106511982-10,updated,8,0,8,B7-02-S0001-F02,true
199,69ec7e5086f7ddd153efb676,BOX-PO-2026-1175-3542-1777106511982-11,updated,4,0,4,B7-02-S0001-F02,true
200,69ec7e5086f7ddd153efb678,BOX-PO-2026-1175-LNO1495-1777106511982-12,updated,2,0,2,B7-02-S0001-F02,true
201,69ec7e5086f7ddd153efb67a,BOX-PO-2026-1175-NL20320-1777106511982-13,updated,3,0,3,B7-02-S0001-F02,true
202,69ec7e5086f7ddd153efb67c,BOX-PO-2026-1175-25.04-1777106511982-14,updated,2,0,2,B7-02-S0001-F02,true
203,69ec7e5086f7ddd153efb67e,BOX-PO-2026-1175-18506-1777106511982-15,updated,2,0,2,B7-02-S0001-F02,true
204,69ec7e5086f7ddd153efb680,BOX-PO-2026-1175-28825-1777106511982-16,updated,4,0,4,B7-02-S0001-F02,true
205,69ec7e5086f7ddd153efb682,BOX-PO-2026-1175-LNV12241-1777106511982-17,updated,3,0,3,B7-02-S0001-F02,true
206,69ec7e5086f7ddd153efb684,BOX-PO-2026-1175-LNO3517-1777106511982-18,updated,6,0,6,B7-02-S0001-F02,true
207,69ec7e5086f7ddd153efb686,BOX-PO-2026-1175-LNO1562-1777106511982-19,updated,5,0,5,B7-02-S0001-F02,true
208,69ec7e5086f7ddd153efb688,BOX-PO-2026-1175-LN01553-1777106511982-20,updated,5,0,5,B7-02-S0001-F02,true
