rowIndex,barcode,boxId,status,boxWeightBefore,grossWeightBefore,numberOfConesBefore,storageBefore,storedStatusBefore
209,69ec7e5086f7ddd153efb68a,BOX-PO-2026-1175-LN029782-1777106511982-21,updated,5,0,5,B7-02-S0001-F02,true
210,69ec95b486f7ddd153f32203,BOX-PO-2026-1178-93-1777112500720-3,updated,1,0,1,B7-02-S0001-F02,true
211,69ec9be286f7ddd153f375a9,BOX-PO-2026-1181-94890-1777114082265-3,updated,1,0,1,B7-02-S0001-F02,true
212,69ef27e686f7ddd153100734,BOX-PO-2026-1176-NL57010-1777280998376-1,updated,6,0,6,B7-02-S0001-F02,true
213,69ef27e686f7ddd153100736,BOX-PO-2026-1176-NL57760-1777280998376-2,updated,5,0,5,B7-02-S0001-F02,true
214,69ef27e686f7ddd153100738,BOX-PO-2026-1176-G79157-1777280998376-3,updated,4,0,4,B7-02-S0001-F02,true
215,69ef27e686f7ddd15310073a,BOX-PO-2026-1176-NL56937-1777280998376-4,updated,4,0,4,B7-02-S0001-F02,true
216,69ef27e686f7ddd15310073c,BOX-PO-2026-1176-NL56158-1777280998376-5,updated,4,0,4,B7-02-S0001-F02,true
217,69ef27e686f7ddd15310073e,BOX-PO-2026-1176-NL58956-1777280998376-6,updated,4,0,4,B7-02-S0001-F02,true
218,69ef27e686f7ddd153100740,BOX-PO-2026-1176-NL58775-1777280998376-7,updated,2,0,2,B7-02-S0001-F02,true
219,69ef27e686f7ddd153100742,BOX-PO-2026-1176-NL58391-1777280998376-8,updated,1,0,1,B7-02-S0001-F02,true
220,69ef2deb86f7ddd1531020b3,BOX-PO-2026-1177-27761-1777282539492-1,updated,5,0,5,B7-02-S0001-F02,true
221,69ef2deb86f7ddd1531020b5,BOX-PO-2026-1177-49224-1777282539492-2,updated,4,0,4,B7-02-S0001-F02,true
222,69ef2deb86f7ddd1531020b7,BOX-PO-2026-1177-65600-1777282539492-3,updated,2,0,2,B7-02-S0001-F02,true
223,69ef2deb86f7ddd1531020b9,BOX-PO-2026-1177-44087-1777282539492-4,updated,5,0,5,B7-02-S0001-F02,true
224,69ef2deb86f7ddd1531020bb,BOX-PO-2026-1177-49221-1777282539492-5,updated,5,0,5,B7-02-S0001-F02,true
225,69ef2deb86f7ddd1531020bd,BOX-PO-2026-1177-66008-1777282539492-6,updated,6,0,6,B7-02-S0001-F02,true
226,69ef2deb86f7ddd1531020bf,BOX-PO-2026-1177-EW53632-1777282539492-7,updated,6,0,6,B7-02-S0001-F02,true
227,69ef2deb86f7ddd1531020c1,BOX-PO-2026-1177-EW18886-1777282539492-8,updated,1,0,1,B7-02-S0001-F02,true
228,69ef2deb86f7ddd1531020c3,BOX-PO-2026-1177-EW40347-1777282539492-9,updated,2,0,2,B7-02-S0001-F02,true
229,69ef2deb86f7ddd1531020c5,BOX-PO-2026-1177-EW55220-1777282539492-10,updated,4,0,4,B7-02-S0001-F02,true
230,69ef2deb86f7ddd1531020c7,BOX-PO-2026-1177-EW57667-1777282539492-11,updated,20,0,20,B7-02-S0001-F02,true
231,69ef2deb86f7ddd1531020c9,BOX-PO-2026-1177-EW38425-1777282539492-12,updated,8,0,8,B7-02-S0001-F02,true
232,69ef2deb86f7ddd1531020cb,BOX-PO-2026-1177-EW33605-1777282539492-13,updated,2,0,2,B7-02-S0001-F02,true
233,69ef2deb86f7ddd1531020cd,BOX-PO-2026-1177-EW18286-1777282539492-14,updated,2,0,2,B7-02-S0001-F02,true
234,69ef2deb86f7ddd1531020cf,BOX-PO-2026-1177-53426-1777282539492-15,updated,3,0,3,B7-02-S0001-F02,true
235,69ef2deb86f7ddd1531020d1,BOX-PO-2026-1177-EW16295-1777282539492-16,updated,4,0,4,B7-02-S0001-F02,true
236,69ef2deb86f7ddd1531020d3,BOX-PO-2026-1177-EW53650-1777282539492-17,updated,3,0,3,B7-02-S0001-F02,true
237,69ef2deb86f7ddd1531020d5,BOX-PO-2026-1177-EW17087-1777282539492-18,updated,9,0,9,B7-02-S0001-F02,true
238,69ef2deb86f7ddd1531020d7,BOX-PO-2026-1177-18895-1777282539492-19,updated,1,0,1,B7-02-S0001-F02,true
239,69ef2deb86f7ddd1531020d9,BOX-PO-2026-1177-DW50410-1777282539492-20,updated,5,0,5,B7-02-S0001-F02,true
240,69ef33c286f7ddd153104067,BOX-PO-2026-1177-EW55417-1777284034673-1,updated,1,0,1,B7-02-S0001-F02,true
241,69ef33c286f7ddd153104069,BOX-PO-2026-1177-EW42298-1777284034673-2,updated,3,0,3,B7-02-S0001-F02,true
242,69ef33c286f7ddd15310406b,BOX-PO-2026-1177-EW97542-1777284034673-3,updated,3,0,3,B7-02-S0001-F02,true
243,69ef33c286f7ddd15310406d,BOX-PO-2026-1177-DW64656-1777284034673-4,updated,4,0,4,B7-02-S0001-F02,true
244,69ef33c286f7ddd15310406f,BOX-PO-2026-1177-DW79607-1777284034673-5,updated,2,0,2,B7-02-S0001-F02,true
245,69ef33c286f7ddd153104071,BOX-PO-2026-1177-EW10857-1777284034673-6,updated,2,0,2,B7-02-S0001-F02,true
246,69ef33c286f7ddd153104073,BOX-PO-2026-1177-EW71809-1777284034673-7,updated,1,0,1,B7-02-S0001-F02,true
247,69ef33c286f7ddd153104075,BOX-PO-2026-1177-DW88506-1777284034673-8,updated,3,0,3,B7-02-S0001-F02,true
248,69ef33c286f7ddd153104077,BOX-PO-2026-1177-DW88481-1777284034673-9,updated,3,0,3,B7-02-S0001-F02,true
249,69ef33c286f7ddd153104079,BOX-PO-2026-1177-EW13009-1777284034673-10,updated,5,0,5,B7-02-S0001-F02,true
250,69ef33c286f7ddd15310407b,BOX-PO-2026-1177-DW89738-1777284034673-11,updated,2,0,2,B7-02-S0001-F02,true
251,69ef33c286f7ddd15310407d,BOX-PO-2026-1177-EW64361-1777284034673-12,updated,2,0,2,B7-02-S0001-F02,true
252,69ef33c286f7ddd15310407f,BOX-PO-2026-1177-EW18513-1777284034673-13,updated,18,0,18,B7-02-S0001-F02,true
253,69f1e893294f6c3bef81fc03,BOX-PO-2026-1185-LN03109-1777461395689-1,updated,1,0,1,B7-02-S0001-F02,true
254,69f1e985294f6c3bef8245bc,BOX-PO-2026-1183-NL62514-1777461637786-2,updated,3,0,3,B7-02-S0001-F02,true
255,69f1e985294f6c3bef8245be,BOX-PO-2026-1183-NL61132-1777461637786-3,updated,6,0,6,B7-02-S0001-F02,true
256,69f1e985294f6c3bef8245c0,BOX-PO-2026-1183-NL61770-1777461637786-4,updated,4,0,4,B7-02-S0001-F02,true
257,69f1e985294f6c3bef8245c2,BOX-PO-2026-1183-NL56937-1777461637786-5,updated,1,0,1,B7-02-S0001-F02,true
258,69f1f0872095293f7e58a1d6,BOX-PO-2026-1183-CN/2067-1777463431183-1,updated,2,0,2,B7-02-S0001-F02,true
259,69f1f0872095293f7e58a1d8,BOX-PO-2026-1183-CN/2033-1777463431183-2,updated,4,0,4,B7-02-S0001-F02,true
260,69f1f0872095293f7e58a1da,BOX-PO-2026-1183-CN/2045-1777463431183-3,updated,1,0,1,B7-02-S0001-F02,true
261,69f1f0872095293f7e58a1dc,BOX-PO-2026-1183-G710B10/80-2-1777463431183-4,updated,6,0,6,B7-02-S0001-F02,true
262,69f1f0872095293f7e58a1de,BOX-PO-2026-1183-NL56627-1777463431183-5,updated,2,0,2,B7-02-S0001-F02,true
263,69f1f3d62095293f7e58a691,BOX-PO-2026-1184-EW65600-1777464278893-1,updated,4,0,4,B7-02-S0001-F02,true
264,69f1f3d62095293f7e58a693,BOX-PO-2026-1184-EW57667-1777464278893-2,updated,4,0,4,B7-02-S0001-F02,true
265,69f1f3d62095293f7e58a695,BOX-PO-2026-1184-EW63148-1777464278893-3,updated,2,0,2,B7-02-S0001-F02,true
266,69f1f3d62095293f7e58a697,BOX-PO-2026-1184-EW71809-1777464278893-4,updated,1,0,1,B7-02-S0001-F02,true
267,69f1f3d62095293f7e58a699,BOX-PO-2026-1184-EW63939-1777464278893-5,updated,3,0,3,B7-02-S0001-F02,true
268,69f1f3d62095293f7e58a69b,BOX-PO-2026-1184-EW40965-1777464278893-6,updated,3,0,3,B7-02-S0001-F02,true
269,69f1f3d62095293f7e58a69d,BOX-PO-2026-1184-EW65724-1777464278893-7,updated,1,0,1,B7-02-S0001-F02,true
270,69f1f3d62095293f7e58a69f,BOX-PO-2026-1184-EW70944-1777464278893-8,updated,1,0,1,B7-02-S0001-F02,true
271,69f1f3d62095293f7e58a6a1,BOX-PO-2026-1184-EW71035-1777464278893-9,updated,4,0,4,B7-02-S0001-F02,true
272,69f1f3d62095293f7e58a6a3,BOX-PO-2026-1184-EW11364-1777464278893-10,updated,5,0,5,B7-02-S0001-F02,true
273,69f1f3d62095293f7e58a6a5,BOX-PO-2026-1184-EW44097-1777464278893-11,updated,2,0,2,B7-02-S0001-F02,true
274,69f1f3d62095293f7e58a6a7,BOX-PO-2026-1184-EW28074-1777464278893-12,updated,2,0,2,B7-02-S0001-F02,true
275,69f1f3d62095293f7e58a6a9,BOX-PO-2026-1184-EW69932-1777464278893-13,updated,1,0,1,B7-02-S0001-F02,true
276,69f1f3d62095293f7e58a6ab,BOX-PO-2026-1184-EW37709-1777464278893-14,updated,1,0,1,B7-02-S0001-F02,true
277,69944737f0a2c8b07dc3eb38,BOX-PO-2026-961-EW66029-1771325239626-265,updated,20.61,0,4,B7-02-S0013-F02,true
278,69a1581980445e52870b2d09,BOX-PO-2026-1015-EW15103-1772181529649-1,updated,2.9880000000000067,0,25,B7-02-S0013-F02,true
279,69d0cb6e97fe9152fa9f358d,BOX-PO-2026-1074-EW71809-1775291246431-11,updated,37.264,23.56,22,B7-02-S0013-F03,true
280,69944737f0a2c8b07dc3ea29,BOX-PO-2026-961-EW16345-1771325239626-66,updated,5.45,0,5,B7-02-S0014-F01,true
281,69944737f0a2c8b07dc3ea1c,BOX-PO-2026-961-EW64664-1771325239626-55,updated,17.26,0,14,B7-02-S0014-F02,true
282,69944cb1f0a2c8b07dc3fd20,BOX-PO-2026-997-NL60325-1771326641728-6,updated,23.93,0,27,B7-02-S0014-F02,true
283,69a2ec1793145c5b2854f9d4,BOX-PO-2026-278-NC/1614-1772284951693-10,updated,11.35,0,35,B7-02-S0019-F01,true
284,69a2ec1793145c5b2854f9d9,BOX-PO-2026-278-NC/1614-1772284951693-15,updated,11.3,0,35,B7-02-S0019-F01,true
285,69a2ec7f93145c5b2854fa8e,BOX-PO-2026-506-NC/1620-1772285055792-6,updated,18.290000000000006,0,34,B7-02-S0019-F02,true
286,69a2ec1793145c5b2854f9cb,BOX-PO-2026-278-NC/1614-1772284951693-1,updated,2.8459999999999983,0,34,B7-02-S0019-F03,true
287,69a2ec1793145c5b2854f9d0,BOX-PO-2026-278-NC/1614-1772284951693-6,updated,11.5,0,34,B7-02-S0019-F03,true
288,69a2ec1793145c5b2854f9da,BOX-PO-2026-278-NC/1614-1772284951693-16,updated,11.2,0,32,B7-02-S0019-F03,true
289,69a2ec1793145c5b2854f9dc,BOX-PO-2026-278-NC/1614-1772284951693-18,updated,12.15,0,42,B7-02-S0019-F03,true
290,69944cb1f0a2c8b07dc3fd32,BOX-PO-2026-997-NL56937-1771326641728-20,updated,18.91,0,22,B7-02-S0020-F01,true
291,69944cb1f0a2c8b07dc3fd2f,BOX-PO-2026-997-G77171-1771326641728-18,updated,20.2,0,23,B7-02-S0020-F03,true
292,69944737f0a2c8b07dc3ea5e,BOX-PO-2026-961-EW57736-1771325239626-102,updated,19.71,0,16,B7-02-S0021-F01,true
293,69944737f0a2c8b07dc3ea32,BOX-PO-2026-961-EW06722-1771325239626-71,updated,7.47,0,6,B7-02-S0021-F03,true
294,69944737f0a2c8b07dc3ea36,BOX-PO-2026-961-EW63148-1771325239626-74,updated,18.65,0,23,B7-02-S0021-F03,true
295,69944cb1f0a2c8b07dc3fe05,BOX-PO-2026-997-N/6412-1771326641728-207,updated,19.34,0,17,B7-02-S0022-F03,true
296,699eba6ec926fc0fe858cc2f,BOX-PO-2026-390-DW69736-1772010094373-7,updated,8.804,0,4,B7-02-S0023-F02,true
297,699eba6ec926fc0fe858cc3d,BOX-PO-2026-390-EN37689-1772010094373-14,updated,1.2,0,5,B7-02-S0023-F03,true
298,69944737f0a2c8b07dc3eb3d,BOX-PO-2026-961-EW66098-1771325239626-269,updated,22.27,0,18,B7-02-S0024-F01,true
299,69944737f0a2c8b07dc3eb3e,BOX-PO-2026-961-EW66098-1771325239626-270,updated,21.63,0,18,B7-02-S0024-F01,true
300,699eba6ec926fc0fe858cc2e,BOX-PO-2026-390-DW69736-1772010094373-6,updated,16.038,0,18,B7-02-S0024-F02,true
301,69a28841a47ecd5436f72051,BOX-PO-2026-1024-CN/2053-1772259393927-4,updated,6.34,0,8,B7-02-S0024-F03,true
302,69944cb1f0a2c8b07dc3fdd7,BOX-PO-2026-997-NL61132-1771326641728-167,updated,48.92099999999999,0,37,B7-02-S0025-F01,true
303,699eba6ec926fc0fe858cc2a,BOX-PO-2026-390-DW50520-1772010094373-4,updated,16,0,22,B7-02-S0025-F02,true
304,69944737f0a2c8b07dc3ead1,BOX-PO-2026-961-EW49949-1771325239626-183,updated,8.29,0,7,B7-02-S0025-F03,true
305,69944737f0a2c8b07dc3eb13,BOX-PO-2026-961-EW65600-1771325239626-233,updated,18,0,14,B7-02-S0025-F03,true
306,69944737f0a2c8b07dc3eb14,BOX-PO-2026-961-EW65600-1771325239626-234,updated,10.043999999999999,0,14,B7-02-S0025-F03,true
307,69944737f0a2c8b07dc3eb15,BOX-PO-2026-961-EW65600-1771325239626-235,updated,14.22,0,16,B7-02-S0025-F03,true
308,69944cb1f0a2c8b07dc3fdb7,BOX-PO-2026-997-CN/2033-1771326641728-138,updated,10.532000000000002,0,15,B7-02-S0025-F03,true
309,69944737f0a2c8b07dc3eb0a,BOX-PO-2026-961-EW66008-1771325239626-225,updated,18.361,0,24,B7-02-S0026-F03,true
310,69944737f0a2c8b07dc3eb0c,BOX-PO-2026-961-EW66008-1771325239626-227,updated,22.02,0,17,B7-02-S0026-F03,true
311,69944737f0a2c8b07dc3eb0e,BOX-PO-2026-961-EW66008-1771325239626-229,updated,21.01,0,23,B7-02-S0026-F03,true
312,69944cb1f0a2c8b07dc3fdf9,BOX-PO-2026-997-NC/1614-1771326641728-196,updated,11.2,0,23,B7-02-S0027-F01,true
313,69afe78905b3bddb8527e833,BOX-PO-2026-1069-NC-1524-1773135753687-2,updated,0.04599999999999849,0,18,B7-02-S0027-F02,true
314,69944cb1f0a2c8b07dc3fd4c,BOX-PO-2026-997-NC/1516-1771326641728-45,updated,11.38,0,23,B7-02-S0027-F03,true
315,69944cb1f0a2c8b07dc3fd4d,BOX-PO-2026-997-NC/1516-1771326641728-46,updated,2.1720000000000006,0,40,B7-02-S0027-F03,true
316,69944737f0a2c8b07dc3ea71,BOX-PO-2026-961-EW60230-1771325239626-113,updated,22.64,0,26,B7-02-S0028-F02,true
317,69a2ec7f93145c5b2854fa8f,BOX-PO-2026-506-NC/1620-1772285055792-7,updated,11.1,0,32,B7-02-S0028-F03,true
318,69a2d69093145c5b2854eab4,BOX-PO-2026-535-EW67223-1772279440428-8,updated,20.003999999999998,0,18,B7-02-S0029-F01,true
319,69a2e99193145c5b2854f8c4,BOX-PO-2026-506-CN/2090-1772284305253-1,updated,6.225000000000001,0,19,B7-02-S0029-F01,true
320,69a2e99193145c5b2854f8c8,BOX-PO-2026-506-CN/2090-1772284305253-5,updated,8.365999999999998,0,20,B7-02-S0029-F01,true
321,69a2e99193145c5b2854f8c9,BOX-PO-2026-506-CN/2090-1772284305253-6,updated,16.27,0,19,B7-02-S0029-F01,true
322,69a2e99193145c5b2854f8ca,BOX-PO-2026-506-CN/2090-1772284305253-7,updated,3.017999999999999,0,19,B7-02-S0029-F01,true
323,69a2e99193145c5b2854f8cb,BOX-PO-2026-506-CN/2090-1772284305253-8,updated,2.808,0,20,B7-02-S0029-F01,true
324,69a2c52e93145c5b2854d234,BOX-PO-2026-535-EW67179-1772274990586-4,updated,23.03,0,20,B7-02-S0029-F02,true
325,69a2c52e93145c5b2854d235,BOX-PO-2026-535-EW67179-1772274990586-5,updated,23.27,0,20,B7-02-S0029-F02,true
326,69944cb1f0a2c8b07dc3fde8,BOX-PO-2026-997-CN/2067-1771326641728-181,updated,16.57,0,18,B7-02-S0030-F01,true
327,69944cb1f0a2c8b07dc3fded,BOX-PO-2026-997-CN/2067-1771326641728-186,updated,16.56,0,18,B7-02-S0030-F01,true
328,69944cb1f0a2c8b07dc3fdef,BOX-PO-2026-997-CN/2067-1771326641728-188,updated,16.59,0,14,B7-02-S0030-F01,true
329,69944cb1f0a2c8b07dc3fdf0,BOX-PO-2026-997-CN/2067-1771326641728-189,updated,16.89,0,19,B7-02-S0030-F01,true
330,69a2e99193145c5b2854f8c6,BOX-PO-2026-506-CN/2090-1772284305253-3,updated,16.58,0,20,B7-02-S0030-F01,true
331,69ca5f81ff9f99209b647a04,BOX-PO-2026-1088-EW69885-1774870401318-4,updated,7.187999999999999,25.48,18,B7-02-S0030-F01,true
332,69ca5f81ff9f99209b647a0b,BOX-PO-2026-1088-EW69885-1774870401318-11,updated,19.112,25.52,18,B7-02-S0030-F01,true
333,69a156e280445e52870b2af5,BOX-PO-2026-1013-N/6412-1772181218639-7,updated,18.67,0,15,B7-02-S0030-F02,true
334,69a156e280445e52870b2af6,BOX-PO-2026-1013-N/6412-1772181218639-8,updated,15.49,0,16,B7-02-S0030-F02,true
335,69a2c09b93145c5b2854cede,BOX-PO-2026-535-EW65629-1772273819596-1,updated,22.26,0,19,B7-02-S0030-F02,true
336,69a2c09b93145c5b2854cedf,BOX-PO-2026-535-EW65629-1772273819596-2,updated,22.37,0,19,B7-02-S0030-F02,true
337,69a2c09b93145c5b2854cee0,BOX-PO-2026-535-EW65629-1772273819596-3,updated,9.37,0,8,B7-02-S0030-F02,true
338,69ca5f81ff9f99209b647a01,BOX-PO-2026-1088-EW69885-1774870401318-1,updated,9.56,10.52,7,B7-02-S0030-F02,true
339,69944cb1f0a2c8b07dc3fdcb,BOX-PO-2026-997-CN/2033-1771326641728-158,updated,15.75,0.02,18,B7-02-S0030-F03,true
340,69a2e99193145c5b2854f8cd,BOX-PO-2026-506-CN/2090-1772284305253-10,updated,16.4,0,21,B7-02-S0030-F03,true
341,69944cb1f0a2c8b07dc3fdc8,BOX-PO-2026-997-CN/2033-1771326641728-155,updated,16.76,0,15,B7-02-S0031-F01,true
342,69ca5f81ff9f99209b647a07,BOX-PO-2026-1088-EW69885-1774870401318-7,updated,22.09,25.54,18,B7-02-S0031-F01,true
343,69944737f0a2c8b07dc3ead0,BOX-PO-2026-961-EW49949-1771325239626-182,updated,22.72,0,19,B7-02-S0031-F02,true
344,69944737f0a2c8b07dc3eb1e,BOX-PO-2026-961-EW65701-1771325239626-243,updated,23.22,0,19,B7-02-S0031-F02,true
345,69944737f0a2c8b07dc3eb1f,BOX-PO-2026-961-EW65701-1771325239626-244,updated,23.22,0,19,B7-02-S0031-F02,true
346,69944737f0a2c8b07dc3eb21,BOX-PO-2026-961-EW65701-1771325239626-246,updated,23.02,0,19,B7-02-S0031-F02,true
347,69a2d69093145c5b2854eaad,BOX-PO-2026-535-EW67223-1772279440428-1,updated,9.59,0,8,B7-02-S0031-F02,true
348,69a2d69093145c5b2854eaae,BOX-PO-2026-535-EW67223-1772279440428-2,updated,22.54,0,19,B7-02-S0031-F02,true
349,69a2d69093145c5b2854eab0,BOX-PO-2026-535-EW67223-1772279440428-4,updated,22.74,0,19,B7-02-S0031-F02,true
350,69944737f0a2c8b07dc3ead9,BOX-PO-2026-961-EW27401-1771325239626-188,updated,6.08,0,6,B7-02-S0031-F03,true
351,69944737f0a2c8b07dc3eadb,BOX-PO-2026-961-EW51927-1771325239626-189,updated,6.268000000000001,0,10,B7-02-S0031-F03,true
352,69a2aa91a47ecd5436f72795,BOX-PO-2026-1025-EW65701-1772268177740-24,updated,23.02,0,19,B7-02-S0031-F03,true
353,69944fd7f0a2c8b07dc4033e,BOX-PO-2026-450-SLN033685-1771327447669-29,updated,10.43,0,17,B7-02-S0032-F01,true
354,69a2dcb693145c5b2854f064,BOX-PO-2026-680-EW67074-1772281014602-4,updated,9.45,0,8,B7-02-S0032-F02,true
355,69944737f0a2c8b07dc3eab4,BOX-PO-2026-961-EW64238-1771325239626-159,updated,10.685000000000002,0,19,B7-02-S0032-F03,true
356,69944737f0a2c8b07dc3eab6,BOX-PO-2026-961-EW64238-1771325239626-161,updated,12.144999999999998,0,18,B7-02-S0032-F03,true
357,69944737f0a2c8b07dc3eb12,BOX-PO-2026-961-EW65600-1771325239626-232,updated,17.8,0,14,B7-02-S0032-F03,true
358,69a2b21093145c5b2854c3b6,BOX-PO-2026-1025-EW65600/25-1772270096620-2,updated,17.92,0,20,B7-02-S0032-F03,true
359,69a3cec593145c5b2854ff20,BOX-PO-2026-1034-RLN032384-1772342981420-5,updated,1.859,0,26,B7-02-S0032-F03,true
360,69a3d48893145c5b2855005e,BOX-PO-2026-1035-NC/1594-1772344456287-2,updated,1.1069999999999998,0,11,B7-02-S0032-F03,true
361,69a3db7093145c5b2855014c,BOX-PO-2026-1036-DM79007-1772346224330-11,updated,5.565,0,13,B7-02-S0033-F01,true
362,69a3cec593145c5b2854ff1e,BOX-PO-2026-1034-RLN7173-1772342981420-4,updated,11.355,0,26,B7-02-S0033-F02,true
363,69944737f0a2c8b07dc3ea0d,BOX-PO-2026-961-EW64664-1771325239626-40,updated,8.322000000000001,0,14,B7-02-S0033-F03,true
364,69944737f0a2c8b07dc3ea0e,BOX-PO-2026-961-EW64664-1771325239626-41,updated,26.036,0,18,B7-02-S0033-F03,true
365,69944737f0a2c8b07dc3ea1d,BOX-PO-2026-961-EW64664-1771325239626-56,updated,17.12,0,14,B7-02-S0033-F03,true
366,69a2aa91a47ecd5436f72790,BOX-PO-2026-1025-EW64444-1772268177740-21,updated,3.1549999999999994,0,20,B7-02-S0033-F03,true
367,69944cb1f0a2c8b07dc3fd92,BOX-PO-2026-997-NC/1594-1771326641728-106,updated,1.2539999999999996,0,30,B7-02-S0034-F02,true
368,69944cb1f0a2c8b07dc3fd8f,BOX-PO-2026-997-NC/1580-1771326641728-104,updated,9.488,0,40,B7-02-S0035-F01,true
369,69944fd7f0a2c8b07dc40332,BOX-PO-2026-450-SLN029424-1771327447669-19,updated,9.8,0,15,B7-02-S0035-F01,true
370,69944fd7f0a2c8b07dc4033c,BOX-PO-2026-450-SLN033685-1771327447669-27,updated,10.503000000000002,0,30,B7-02-S0035-F01,true
371,69944fd7f0a2c8b07dc4033d,BOX-PO-2026-450-SLN033685-1771327447669-28,updated,10.98,0,18,B7-02-S0035-F01,true
372,69944fd7f0a2c8b07dc4033f,BOX-PO-2026-450-SLN033685-1771327447669-30,updated,11.34,0,31,B7-02-S0035-F01,true
373,69944fd7f0a2c8b07dc40328,BOX-PO-2026-450-SLN0277561-1771327447669-11,updated,7.05,0,11,B7-02-S0035-F02,true
374,69944fd7f0a2c8b07dc4032b,BOX-PO-2026-450-SLN0277561-1771327447669-14,updated,5.967,0,12,B7-02-S0035-F02,true
375,69944cb1f0a2c8b07dc3fd69,BOX-PO-2026-997-NC/1610-1771326641728-71,updated,10.221,0,32,B7-02-S0035-F03,true
376,69944737f0a2c8b07dc3ea89,BOX-PO-2026-961-EW60546-1771325239626-128,updated,36.70399999999999,0,23,B7-02-S0040-F01,true
377,69a2aa91a47ecd5436f72773,BOX-PO-2026-1025-EW18513-1772268177740-3,updated,1.25,0,4,B7-02-S0047-F03,true
378,699404ce9c9936ad06eafd8c,BOX-PO-2026-895-2254102388-1771308238780-4,updated,1.4479999999999933,0,40,B7-03-S0001-F01,true
379,699417e39c9936ad06eb368c,BOX-PO-2026-104-90461-1771313123196-12,updated,5.8,0,6,B7-03-S0002-F01,true
380,699417e39c9936ad06eb36f4,BOX-PO-2026-104-92372-1771313123196-90,updated,43.6,0,35,B7-03-S0002-F01,true
381,699417e39c9936ad06eb36f8,BOX-PO-2026-104-93288-1771313123196-93,updated,24,0,25,B7-03-S0002-F01,true
382,699c37944583baeaf6e7da66,BOX-PO-2026-874-94105-1771845524530-4,updated,15.5,0,17,B7-03-S0003-F01,true
383,69940d3f9c9936ad06eb1371,BOX-PO-2026-019-DDM2102410-1771310399923-84,updated,29,0,24,B7-03-S0004-F01,true
384,699417e39c9936ad06eb36b6,BOX-PO-2026-104-92612-1771313123196-43,updated,42,0,34,B7-03-S0004-F01,true
385,699417e39c9936ad06eb36d5,BOX-PO-2026-104-92685-1771313123196-67,updated,44,0,36,B7-03-S0004-F01,true
386,699417e39c9936ad06eb3721,BOX-PO-2026-104-92614-1771313123196-120,updated,43.8,0,36,B7-03-S0004-F01,true
387,699417e39c9936ad06eb3722,BOX-PO-2026-104-92614-1771313123196-121,updated,43.8,0,36,B7-03-S0004-F01,true
388,699417e39c9936ad06eb374c,BOX-PO-2026-104-95788-1771313123196-145,updated,3.796000000000001,0,14,B7-03-S0006-F01,true
389,699417e39c9936ad06eb3753,BOX-PO-2026-104-94175-1771313123196-149,updated,16.693,0,16,B7-03-S0006-F01,true
390,699417e39c9936ad06eb3755,BOX-PO-2026-104-95286-1771313123196-150,updated,15,0,15,B7-03-S0006-F01,true
391,699eba9ec926fc0fe858ced9,BOX-PO-2026-876-3B2-01-1772010142888-1,updated,25,0,11,B7-03-S0006-F01,true
392,699404ce9c9936ad06eafdf3,BOX-PO-2026-895-255410513-1771308238780-70,updated,7.3,0,8,B7-03-S0007-F01,true
393,699ebb7fc926fc0fe858d13f,BOX-PO-2026-085-2154104320-1772010367932-1,updated,12.011999999999993,0,31,B7-03-S0007-F01,true
394,699420f49c9936ad06eb5039,BOX-PO-2026-607-EW06317-1771315444089-85,updated,15.91,0,15,B7-03-S0009-F01,true
395,699420f49c9936ad06eb503e,BOX-PO-2026-607-EW09885-1771315444089-89,updated,19.85,0,19,B7-03-S0009-F01,true
396,699420f49c9936ad06eb5065,BOX-PO-2026-607-EW11364-1771315444089-114,updated,19.15,0,18,B7-03-S0009-F01,true
397,699420f49c9936ad06eb507f,BOX-PO-2026-607-DW77000-1771315444089-127,updated,13.19,0,14,B7-03-S0010-F01,true
398,699c54124583baeaf6e86709,BOX-PO-2026-964-MU2401210-1771852818656-1,updated,39.9,0,41,B7-03-S0010-F01,true
399,699417e39c9936ad06eb3790,BOX-PO-2026-104-Q5117-1771313123196-187,updated,32.4,0,26,B7-03-S0011-F01,true
400,699417e39c9936ad06eb3799,BOX-PO-2026-104-95561-1771313123196-192,updated,10.5,0,9,B7-03-S0012-F01,true
401,69941f899c9936ad06eb495c,BOX-PO-2026-993-M0115171-1771315081697-86,updated,18.33,0,18,B7-03-S0012-F01,true
402,69941f899c9936ad06eb4961,BOX-PO-2026-993-M0115171-1771315081697-91,updated,3.1569999999999965,0,18,B7-03-S0012-F01,true
403,699404ce9c9936ad06eafe0b,BOX-PO-2026-895-2254107287-1771308238780-87,updated,6.631000000000007,0,27,B7-03-S0012-F01,true
404,69945e01f0a2c8b07dc44c15,BOX-PO-2026-975-M0112103-1771331073708-30,updated,13.907999999999998,0,18,B7-04-S0006-F01,true
405,69945e01f0a2c8b07dc44bf3,BOX-PO-2026-975-M0112007-1771331073708-1,updated,12.203999999999999,0,18,B7-04-S0007-F02,true
406,69945e01f0a2c8b07dc44bfa,BOX-PO-2026-975-M0112007-1771331073708-8,updated,7.644999999999998,0,18,B7-04-S0009-F01,true
407,699d7936a4fa520dcb8c8a1f,BOX-PO-2026-771-M0116001-1771927862096-2,updated,4.369000000000003,0,21,B7-04-S0009-F02,true
