inputBarcode,isValidObjectId,coneExistsAsId,reason,count
699ea16ec6fc0fe8585250,false,not_checked,not_a_valid_objectid_24hex,1
699ea387c6fc0fe85863fa,false,not_checked,not_a_valid_objectid_24hex,1
699ea387cfc0fe85863fb,false,not_checked,not_a_valid_objectid_24hex,1
699ea467c6fc0fe8586e89,false,not_checked,not_a_valid_objectid_24hex,1
699ea64dc26fc0fe8588282,false,not_checked,not_a_valid_objectid_24hex,1
699ea677c6fc0fe85884e2,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c26fc0fe858898f,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe8588991,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe8588992,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe8588993,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe8588994,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe8588997,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe8588998,false,not_checked,not_a_valid_objectid_24hex,1
699ea724c6fc0fe858899b,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbbc1a172008ff,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbbc1a17200902,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbc1a17200908,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbfbc1a172008fb,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbfbc1a172008fc,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbfbc1a17200903,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbfbc1a17200904,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbfbc1a17200906,false,not_checked,not_a_valid_objectid_24hex,1
699ed5bcbffbc1a172008f9,false,not_checked,not_a_valid_objectid_24hex,1
69a0143727321ce9269cf,false,not_checked,not_a_valid_objectid_24hex,1
69a0143727321ce9269d0,false,not_checked,not_a_valid_objectid_24hex,1
69a0143729d7321ce9269d4,false,not_checked,not_a_valid_objectid_24hex,1
69a014372d7321ce9269d1,false,not_checked,not_a_valid_objectid_24hex,1
69a014372d7321ce9269d2,false,not_checked,not_a_valid_objectid_24hex,1
69a0146e27321ce926a28,false,not_checked,not_a_valid_objectid_24hex,1
69a0146e29d7321ce926a25,false,not_checked,not_a_valid_objectid_24hex,1
69a0146e29d7321ce926a2a,false,not_checked,not_a_valid_objectid_24hex,1
69a0146e29d7321ce926a2b,false,not_checked,not_a_valid_objectid_24hex,1
69a0146e2d7321ce926a23,false,not_checked,not_a_valid_objectid_24hex,1
69a014962d7321ce926a70,false,not_checked,not_a_valid_objectid_24hex,1
69a014962d7321ce926a75,false,not_checked,not_a_valid_objectid_24hex,1
69a014e227321ce926ad8,false,not_checked,not_a_valid_objectid_24hex,1
69a014e22d7321ce926ad5,false,not_checked,not_a_valid_objectid_24hex,1
69a014e22d7321ce926ad6,false,not_checked,not_a_valid_objectid_24hex,1
69a1173175022159b7,false,not_checked,not_a_valid_objectid_24hex,1
69a11731779425022159b8,false,not_checked,not_a_valid_objectid_24hex,1
69a11873717942502215a0e,false,not_checked,not_a_valid_objectid_24hex,1
69a11873717942502215a11,false,not_checked,not_a_valid_objectid_24hex,1
69a11873717942502215a15,false,not_checked,not_a_valid_objectid_24hex,1
69a1187377942502215a09,false,not_checked,not_a_valid_objectid_24hex,1
69a1187377942502215a0b,false,not_checked,not_a_valid_objectid_24hex,1
69a118737942502215a0c,false,not_checked,not_a_valid_objectid_24hex,1
69a118737942502215a0d,false,not_checked,not_a_valid_objectid_24hex,1
69a118737942502215a10,false,not_checked,not_a_valid_objectid_24hex,1
69a118737942502215a12,false,not_checked,not_a_valid_objectid_24hex,1
69a118737942502215a13,false,not_checked,not_a_valid_objectid_24hex,1
69a118a8717942502215a63,false,not_checked,not_a_valid_objectid_24hex,1
69a118a8717942502215a64,false,not_checked,not_a_valid_objectid_24hex,1
69a118a8717942502215a67,false,not_checked,not_a_valid_objectid_24hex,1
69a118a8717942502215a6a,false,not_checked,not_a_valid_objectid_24hex,1
69a118a8717942502215a6c,false,not_checked,not_a_valid_objectid_24hex,1
69a118a877942502215a65,false,not_checked,not_a_valid_objectid_24hex,1
69a118a877942502215a6d,false,not_checked,not_a_valid_objectid_24hex,1
69a118a877942502215a6e,false,not_checked,not_a_valid_objectid_24hex,1
69a118a87942502215a6f,false,not_checked,not_a_valid_objectid_24hex,1
69a11c3277942502215bd9,false,not_checked,not_a_valid_objectid_24hex,1
69a1206a717942502215f3e,false,not_checked,not_a_valid_objectid_24hex,1
69a1206a77942502215f39,false,not_checked,not_a_valid_objectid_24hex,1
69a1206a77942502215f3d,false,not_checked,not_a_valid_objectid_24hex,1
69a1206a7942502215f3a,false,not_checked,not_a_valid_objectid_24hex,1
69a197f7a7ecd5436f6e7b7,false,not_checked,not_a_valid_objectid_24hex,1
69a197f7aecd5436f6e7b8,false,not_checked,not_a_valid_objectid_24hex,1
69a1980fa7ecd5436f6e7e4,false,not_checked,not_a_valid_objectid_24hex,1
69a19890a7ecd5436f6e8d3,false,not_checked,not_a_valid_objectid_24hex,1
69a19890a7ecd5436f6e8d4,false,not_checked,not_a_valid_objectid_24hex,1
69a19890acd5436f6e8d5,false,not_checked,not_a_valid_objectid_24hex,1
69a19890acd5436f6e8d6,false,not_checked,not_a_valid_objectid_24hex,1
69a19890aecd5436f6e8d7,false,not_checked,not_a_valid_objectid_24hex,1
69a19890aecd5436f6e8d9,false,not_checked,not_a_valid_objectid_24hex,1
69a198eca7ecd5436f6e953,false,not_checked,not_a_valid_objectid_24hex,1
69a19903a7ecd5436f6e980,false,not_checked,not_a_valid_objectid_24hex,1
69a19903a7ecd5436f6e981,false,not_checked,not_a_valid_objectid_24hex,1
69a19903aecd5436f6e982,false,not_checked,not_a_valid_objectid_24hex,1
69a1991ca7ecd5436f6e9c3,false,not_checked,not_a_valid_objectid_24hex,1
69a1991ca7ecd5436f6e9ca,false,not_checked,not_a_valid_objectid_24hex,1
69a1991caecd5436f6e9c5,false,not_checked,not_a_valid_objectid_24hex,1
69a1991caecd5436f6e9c7,false,not_checked,not_a_valid_objectid_24hex,1
69a19936a5436f6ea03,false,not_checked,not_a_valid_objectid_24hex,1
69a19936a7ecd5436f6ea04,false,not_checked,not_a_valid_objectid_24hex,1
69a19936a7ecd5436f6ea06,false,not_checked,not_a_valid_objectid_24hex,1
69a199d4a7ecd5436f6eb11,false,not_checked,not_a_valid_objectid_24hex,1
69a199d4aecd5436f6eb14,false,not_checked,not_a_valid_objectid_24hex,1
69a199d4aecd5436f6eb19,false,not_checked,not_a_valid_objectid_24hex,1
69a26dcdaecd5436f70616,false,not_checked,not_a_valid_objectid_24hex,1
69a26de6a7ecd5436f70652,false,not_checked,not_a_valid_objectid_24hex,1
69a26de6a7ecd5436f70654,false,not_checked,not_a_valid_objectid_24hex,1
69a2700daecd5436f70968,false,not_checked,not_a_valid_objectid_24hex,1
69a2730da7ecd5436f70b87,false,not_checked,not_a_valid_objectid_24hex,1
69a2730da7ecd5436f70b91,false,not_checked,not_a_valid_objectid_24hex,1
69a2730dacd5436f70b86,false,not_checked,not_a_valid_objectid_24hex,1
69a2739faecd5436f70d12,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0a7ecd5436f71784,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0a7ecd5436f71788,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0a7ecd5436f7178a,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0a7ecd5436f71794,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0a7ecd5436f71796,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f71787,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f71789,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f7178b,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f7178d,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f7178e,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f71792,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f71793,false,not_checked,not_a_valid_objectid_24hex,1
69a284b0aecd5436f71799,false,not_checked,not_a_valid_objectid_24hex,1
69a2d159945c5b2854e329,false,not_checked,not_a_valid_objectid_24hex,1
69a2d1a1945c5b2854e36e,false,not_checked,not_a_valid_objectid_24hex,1
69a2d1c5945c5b2854e3b7,false,not_checked,not_a_valid_objectid_24hex,1
69a2d1c5945c5b2854e3be,false,not_checked,not_a_valid_objectid_24hex,1
69a2e0db9145c5b2854f48f,false,not_checked,not_a_valid_objectid_24hex,1
69a2e0db9c5b2854f48e,false,not_checked,not_a_valid_objectid_24hex,1
69a2e0f19854f4ac,false,not_checked,not_a_valid_objectid_24hex,1
69a3f8b29145c5b28550d81,false,not_checked,not_a_valid_objectid_24hex,1
69a3f8b29145c5b28550d83,false,not_checked,not_a_valid_objectid_24hex,1
69a3f8b2945c5b28550d82,false,not_checked,not_a_valid_objectid_24hex,1
69a3f96c945c5b28550e13,false,not_checked,not_a_valid_objectid_24hex,1
69a3fd669145c5b2855141d,false,not_checked,not_a_valid_objectid_24hex,1
69a3fdd2945c5b28551481,false,not_checked,not_a_valid_objectid_24hex,1
69a3fed0945c5b28551531,false,not_checked,not_a_valid_objectid_24hex,1
69a3fed0945c5b28551535,false,not_checked,not_a_valid_objectid_24hex,1
69a3fed0945c5b28551536,false,not_checked,not_a_valid_objectid_24hex,1
69a3ffd5945c5b28551701,false,not_checked,not_a_valid_objectid_24hex,1
69a3ffd5945c5b28551702,false,not_checked,not_a_valid_objectid_24hex,1
69a4001e9145c5b28551758,false,not_checked,not_a_valid_objectid_24hex,1
69a403809145c5b285518f7,false,not_checked,not_a_valid_objectid_24hex,1
69a403809145c5b285518f8,false,not_checked,not_a_valid_objectid_24hex,1
69a4038095c5b285518f9,false,not_checked,not_a_valid_objectid_24hex,1
69a4090f945c5b28551965,false,not_checked,not_a_valid_objectid_24hex,1
69a40f21945c5b285520d1,false,not_checked,not_a_valid_objectid_24hex,1
69a40fad9145c5b28552128,false,not_checked,not_a_valid_objectid_24hex,1
69a40fad945c5b28552127,false,not_checked,not_a_valid_objectid_24hex,1
69a40fad945c5b2855212a,false,not_checked,not_a_valid_objectid_24hex,1
69a40fd1945c5b2855214f,false,not_checked,not_a_valid_objectid_24hex,1
69a40ff8945c5b28552168,false,not_checked,not_a_valid_objectid_24hex,1
69a413b4945c5b28552cbb,false,not_checked,not_a_valid_objectid_24hex,1
69a413b49c5b28552cba,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552cff,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d04,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d0a,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d0c,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d0d,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d0f,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d10,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d11,false,not_checked,not_a_valid_objectid_24hex,1
69a413d8945c5b28552d13,false,not_checked,not_a_valid_objectid_24hex,1
69a41445945c5b28552d89,false,not_checked,not_a_valid_objectid_24hex,1
69a41445945c5b28552d8a,false,not_checked,not_a_valid_objectid_24hex,1
69a41445945c5b28552d8c,false,not_checked,not_a_valid_objectid_24hex,1
69a41469945c5b28552dc1,false,not_checked,not_a_valid_objectid_24hex,1
69a41469945c5b28552dc4,false,not_checked,not_a_valid_objectid_24hex,1
69a4148a945c5b28552df5,false,not_checked,not_a_valid_objectid_24hex,1
69a4148a945c5b28552dfc,false,not_checked,not_a_valid_objectid_24hex,1
69a4148a945c5b28552e02,false,not_checked,not_a_valid_objectid_24hex,1
69a4148a945c5b28552e04,false,not_checked,not_a_valid_objectid_24hex,1
69a414be945c5b28552e65,false,not_checked,not_a_valid_objectid_24hex,1
69a414be95c5b28552e5e,false,not_checked,not_a_valid_objectid_24hex,1
69a41531945c5b28552efa,false,not_checked,not_a_valid_objectid_24hex,1
